Who was the first American poet to win the Nobel Prize for literature , in 1948 ?	WHO
What year did Jack Nicklaus join the Professional Golfers Association tour ?	WHEN
How many sonnets did Shakespeare write ?	UNKNOWN
What causes the redness in your cheeks when you blush ?	UNKNOWN
Who won the Nobel Peace Prize in 1991 ?	WHO
Who are the Challengers of the Unknown ?	WHO
Define the Pheonix Club ?	UNKNOWN
Which city did Christian Crusaders fight to recapture from the Muslims ?	UNKNOWN
What does it mean `` Rupee Depreciates '' ?	UNKNOWN
What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?	WHAT
Who was the first coach of the Cleveland Browns ?	WHO
How successful is arometherapy ?	UNKNOWN
What Jewish holiday saw the start of the 1973 Mideast War ?	WHAT
How does a copier work ?	UNKNOWN
What is the speed of the Mississippi River ?	UNKNOWN
Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ?	WHO
What is Dudley Do-Right 's horse 's name ?	WHAT
Who declared : `` I am down on whores and I shan 't stop ripping them '' ?	WHO
Where does chocolate come from ?	UNKNOWN
What TV game show once saw a contestant admit to picking his toes in the shower ?	WHAT
What Soviet leader owned a Rolls-Royce ?	WHO
Where can I find a case on Individuals with Disabilities Education Act of 1991 ?	UNKNOWN
What war did Florence Nightingale tend the troops in ?	WHAT
Who wrote the song , `` Stardust '' ?	WHO
How many Beatles ' records went #1 ?	UNKNOWN
Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?	WHO
What is the abbreviation of the company name ` General Motors ' ?	WHAT
What mountains lie between the Arkansas and Missouri rivers ?	UNKNOWN
Who received the Will Rogers Award in 1989 ?	WHO
What is the function of RAM ?	UNKNOWN
What 's the closest G2 Spectrum Yellow Dwarf to Earth ?	UNKNOWN
How many equal angles are there in an isosceles triangle ?	UNKNOWN
What is the fear of cockroaches called ?	WHAT
What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?	WHAT
What is the use of a 24-hour clock instead of a 12-hour clock ?	UNKNOWN
What was the name of the lawyer who represented Randy Craft ?	WHO
What United States President had dreamed that he was assassinated ?	WHO
What film did Lee Marvin win the 1965 best actor Oscar for ?	WHAT
Where is Basque country located ?	UNKNOWN
What product does `` Mrs. Olsen '' promote ?	WHAT
What time of day did Emperor Hirohito die ?	WHEN
What is dry ice ?	UNKNOWN
What 's the most powerful card in Euchre ?	WHAT
What does `` intractable plantar keratoma '' mean ?	UNKNOWN
How many years did it take James Joyce to write Ulysses ?	UNKNOWN
What crop failure caused the Irish Famine ?	WHAT
What South Korean city is served by Kimpo International Airport ?	UNKNOWN
How many types of dogs ' tails are there - three	UNKNOWN
What is the longest-running television series ?	WHAT
What predators exist on Antarctica ?	WHAT
What is the difference between a generator and an alternator ?	UNKNOWN
How is energy created ?	UNKNOWN
What beer advertised that it had `` three rings '' ?	WHAT
What is the quantity of American soldiers still unaccounted for from the Vietnam war ?	UNKNOWN
What golfing accessory was patented by George Grant on December 12	WHAT
What are the different types of plastic ?	WHAT
How is it correct to say ` qigong ' ?	UNKNOWN
What was the highest mountain on earth before Mount Everest was discovered ?	UNKNOWN
Where was the Ligurian Republic , 1797-185 , ?	UNKNOWN
What country 's people are the top television watchers ?	UNKNOWN
When was the women 's suffrage amendment ratified ?	WHEN
What Polynesian people inhabit New Zealand ?	WHO
What movie tour of the Roman empire features the admonition : `` Row well and live '' ?	WHAT
What Nevada center has been dubbed The Biggest Little City in the World ?	UNKNOWN
What President lived at 219 North Delaware Street , Independence , Missouri ?	WHO
Give a reason for American Indians oftentimes dropping out of school .	UNKNOWN
Where must a soccer goalie stand to be permitted to handle the ball ?	UNKNOWN
What is the difference between classical conditioning and operant conditioning ?	UNKNOWN
In what U.S. state was the first woman governor elected ?	UNKNOWN
What are some interesting facts and information about dogsledding ?	UNKNOWN
What year did Hitler die ?	WHEN
What famous model was married to Billy Joel ?	WHO
What kind of animal is Babar ?	WHAT
What is Jane Goodall known for ?	UNKNOWN
What killed Bob Marley ?	WHAT
How much money are Dumbo 's ears insured for ?	UNKNOWN
Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?	WHO
Who is Stein Eriksen ?	WHO
What does the name Billie mean ?	UNKNOWN
Who is the fastest swimmer in the world ?	WHO
What is the highest peak in Africa ?	UNKNOWN
Where is Procter & Gamble headquartered in the U.S. ?	UNKNOWN
What desert has been called The Garden of Allah ?	UNKNOWN
What do bicornate animals have two of ?	WHAT
What function does a community 's water tower serve ?	UNKNOWN
What is a fear of weakness ?	WHAT
How many miles is it to Ohio from North Carolina ?	UNKNOWN
How much snow equals an inch of rain ?	UNKNOWN
What does G.M.T. stand for ?	WHAT
What does Inuit and Eskimo mean ?	UNKNOWN
What song served as the closing theme of The Johnny Cash Show ?	WHAT
What field sport did dentist William Beers promote and write a standard book of rules for ?	WHAT
How do I tie dye clothes ?	UNKNOWN
When does the average teenager first have intercourse ?	WHEN
Why doesn 't www.answers.com have any answers to my questions ?	UNKNOWN
What actor 's autobiography is titled All My Yesterdays ?	WHO
What Russian master spy lived in the U.S. under the name Emil Goldfus ?	WHO
Where 's the 19th hole on a golf course ?	UNKNOWN
What 's nature 's purpose for tornadoes ?	UNKNOWN
Who played the original Charlie 's Angels ?	WHO
Where can I find a person 's address from a telephone number ?	UNKNOWN
What English word comes from the Old French covrefeu , meaning cover fire ?	WHAT
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?	WHAT
Where did Sarge Steel get his metal hand ?	UNKNOWN
What makes popcorn pop ?	UNKNOWN
Who wrote The Night of the Iguana ?	WHO
Where does your hair grow the fastest ?	WHAT
What country did King Gustav V reign over from 197 to 195 ?	UNKNOWN
Who painted Mother and Child ?	WHO
What is the speed of the Mississippi River ?	UNKNOWN
In what area of the world was the Six Day War fought ?	UNKNOWN
What is the brightest star visible from Earth ?	UNKNOWN
What film marked Robert Redford 's directorial debut ?	WHAT
What was Mao 's second name ?	WHO
What film or films has Jude Law appeared in ?	WHAT
Where do hyenas live ?	UNKNOWN
Who is the `` Queen Mother '' ?	WHO
What 's the most commonly-spoken language in Belgium ?	WHAT
Who has more DNA - a man or a woman ?	WHO
What are Maid-Rites ?	UNKNOWN
What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?	WHAT
What level of government or governmental agency is responsible for dealing with racism ?	WHO
How many referees work a soccer game ?	UNKNOWN
What cocktail do you concoct with whisky and sweet vermouth ?	WHAT
How do you say `` fresh '' in Spanish ?	WHAT
What do bee hives do in cranberry bogs ?	UNKNOWN
What caused the Lynmouth floods ?	UNKNOWN
When is the Tulip Festival in Michigan ?	WHEN
Who came up with the name , El Nino ?	WHO
What movie did Madilyn Kahn star in with Gene Wilder ?	WHAT
What type of bridge is the Golden Gate Bridge ?	WHAT
What dictator has the nickname `` El Maximo '' ?	WHO
What stereo manufacturer is `` Slightly ahead of its time '' ?	WHO
What U.S. city is The Queen of the Pacific ?	UNKNOWN
What TV sitcom character had the maiden name Ethel Potter ?	WHO
What was the first Lifesaver flavor ?	WHAT
Who kept the most famous diary in the English language ?	WHO
Where can I find out the top 1 singles ?	UNKNOWN
How many degrees cooler is the inside of a cucumber than the air outside ?	UNKNOWN
What Spanish artist painted Crucifixion ?	WHO
What is the Jewish bible called ?	WHAT
Why is the grass green ?	UNKNOWN
What is a firewall ?	UNKNOWN
What spy novelist served as Moscow correspondent for Reuter and The Times of London ?	WHO
Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?	WHO
How long does it take for Spider-Man 's web to evaporate ?	UNKNOWN
Who was Randy Steven Craft 's lawyer ?	WHO
What was known as the Spice Island ?	UNKNOWN
Who was the first host of Person to Person ?	WHO
Name the Ranger who was always after Yogi Bear .	WHO
What deck of cards includes the Wheel of Fortune , the Lovers , and Death ?	WHAT
What does the Statue of Liberty wear on her feet ?	WHAT
Who is the superstar in rent-a-cars ?	WHO
McCarren Airport is located in what city ?	UNKNOWN
What household facility contains a float ball , ballcock , and overflow tube ?	WHAT
What was the name of Betty Boop 's dog ?	WHAT
What fraction of a beaver 's life is spent swimming ?	UNKNOWN
What was the Bridge of San Luis Rey made of ?	WHAT
What do economists do ?	UNKNOWN
What country has the largest sheep population ?	UNKNOWN
What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?	UNKNOWN
What country is the world 's largest importer of cognac ?	UNKNOWN
How many years is Johnnie Walker Black Label aged ?	UNKNOWN
What does SIDS stand for ?	WHAT
What is Grenada 's main commodity export ?	WHAT
How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?	UNKNOWN
What makes a clitoris sensitive ?	UNKNOWN
What country has the most time zones , with 11 ?	UNKNOWN
What `` magic '' does Mandrake employ ?	WHAT
Who is the president of Stanford University ?	WHO
Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?	WHO
What was introduced commercially by Bayer A.G. of Leverkusen , in 1899 ?	WHAT
What city is Logan Airport in ?	UNKNOWN
What is a nanometer ?	UNKNOWN
How many innings are there in a regulation softball game ?	UNKNOWN
When did CNN go on the air ?	WHEN
What is the largest city on the Great Lakes ?	UNKNOWN
What is the telephone number for the University of Kentucky ?	UNKNOWN
Who invented baseball ?	WHO
How many wives did Brigham Young have ?	UNKNOWN
What product on the market is good for hiding facial scars ?	WHAT
How long is the Coney Island boardwalk ?	UNKNOWN
What city gained renown for its pea-soup fogs ?	UNKNOWN
What does `` Janelle '' mean ?	UNKNOWN
How do I get another city 's newspaper ?	UNKNOWN
Name a movie about the Sioux Indians starring Kevin Costner .	WHAT
Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?	WHO
What are the distinct physical characterstics of the Arabian horse ?	UNKNOWN
What is a fear of thunder ?	WHAT
What animal has killed the most people ?	WHAT
How many colleges are in Wyoming ?	UNKNOWN
What Russian seaport has a name meaning `` Lord of the East '' ?	UNKNOWN
Where can stocks be traded on-line ?	UNKNOWN
When was the Battle of Hastings ?	WHEN
What kind of file has the extension .dbf ?	WHAT
When did Muhammad live ?	WHEN
What then-derogatory term was applied to the painters Monet , Sisley , Pissarro , Renoir and Degas ?	WHAT
What is a wop ?	UNKNOWN
Where do rocks come from ?	UNKNOWN
How do I stop background noise in a car stereo ?	UNKNOWN
Where do people mountain climb in Nepal ?	UNKNOWN
What is the best college in the country ?	WHO
What is viscosity ?	UNKNOWN
What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?	WHAT
What are the Nordic nations ?	UNKNOWN
